,sample_id,lDDT-BS_0,lDDT-BS_1,lDDT-BS_2,lDDT-BS_3,lDDT-BS_4,lDDT-BS_5,lDDT-BS_6,lDDT-BS_7,lDDT-BS_8,lDDT-BS_9,lDDT-BS_10,lDDT-BS_11,lDDT-BS_12,lDDT-BS_13,lDDT-BS_14,lDDT-BS_15,lDDT-BS_16,lDDT-BS_17,lDDT-BS_18,lDDT-BS_19,lDDT-BS_20,lDDT-BS_21,lDDT-BS_22,lDDT-BS_23,lDDT-BS_24,lDDT-BS_25,lDDT-BS_26,lDDT-BS_27,lDDT-BS_28,lDDT-BS_29,lDDT-BS_30,lDDT-BS_31,lig_rmsd_0,lig_rmsd_1,lig_rmsd_2,lig_rmsd_3,lig_rmsd_4,lig_rmsd_5,lig_rmsd_6,lig_rmsd_7,lig_rmsd_8,lig_rmsd_9,lig_rmsd_10,lig_rmsd_11,lig_rmsd_12,lig_rmsd_13,lig_rmsd_14,lig_rmsd_15,lig_rmsd_16,lig_rmsd_17,lig_rmsd_18,lig_rmsd_19,lig_rmsd_20,lig_rmsd_21,lig_rmsd_22,lig_rmsd_23,lig_rmsd_24,lig_rmsd_25,lig_rmsd_26,lig_rmsd_27,lig_rmsd_28,lig_rmsd_29,lig_rmsd_30,lig_rmsd_31,clash_0,clash_1,clash_2,clash_3,clash_4,clash_5,clash_6,clash_7,clash_8,clash_9,clash_10,clash_11,clash_12,clash_13,clash_14,clash_15,clash_16,clash_17,clash_18,clash_19,clash_20,clash_21,clash_22,clash_23,clash_24,clash_25,clash_26,clash_27,clash_28,clash_29,clash_30,clash_31
74,6QSZA,0.8378496224229987,0.8514545993371443,0.7326235500248995,0.7479615970091387,0.83990694176067,0.8432840975848112,0.7646383697336371,0.8522198471156034,0.8452892628583041,0.8626038594679399,0.8733507665720853,0.8509357463229786,0.8483649546449835,0.8291446783325889,0.8656616806983948,0.8617637428370389,0.8747781244191256,0.842885900627483,0.8610863360491666,0.887724291194569,0.874456681988456,0.859626667066054,0.7739607745950873,0.6789124662225897,0.8721403154459867,0.853829416361722,0.8627348867329684,0.7002031640572981,0.8337981863455339,0.8500430150465532,0.8588573607531461,0.8786435614932667,9.40993,10.9765,11.7186,9.09844,9.0726,9.43816,8.272,5.7902,8.54561,8.44987,8.34819,6.77217,6.60779,7.72386,15.0282,8.03447,12.505,7.16952,11.1676,7.96965,5.84979,7.49454,9.82654,6.84058,5.52492,9.46368,8.19272,13.1966,5.70137,12.7488,10.0428,7.46972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,6IC0A,0.771988169505046,0.7578227336590106,0.7953351850693042,0.8076116763628446,0.8022320316388056,0.8185693827959207,0.814532050719628,0.8216353815335494,0.8155913742688986,0.8042566455327548,0.7971082627773285,0.7749726153337039,0.8180958605729617,0.8051521617632645,0.8269420908047602,0.8200920063715714,0.7909278640380273,0.7599939176669488,0.8066877653965583,0.8171293231157156,0.7814198869925278,0.7569858867388505,0.8087686667075524,0.8121296465396881,0.800929823747048,0.819413267649137,0.8184962570667267,0.7997101018062005,0.8178729506639334,0.8055383723515731,0.8078210697724268,0.8155923692079691,5.39569,6.38366,4.56421,6.72056,4.14733,9.94351,4.25912,7.98235,8.85883,6.09018,7.67091,8.75878,6.08836,7.28747,5.76072,9.79772,5.83366,11.7336,6.99708,7.03104,5.50796,6.61856,5.54396,10.7587,6.94712,4.96715,6.12746,5.37955,6.13543,6.97009,7.57538,3.84449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,6E3MA,0.8491541802883148,0.8256894260644912,0.8037030398845673,0.8183463245630265,0.8125651359558106,0.8090293914079666,0.8108080744743347,0.8094746321439743,0.8305307894945144,0.7980176568031311,0.8124066770076752,0.8260358095169067,0.8056369990110397,0.8211596459150314,0.8148514688014984,0.807549211382866,0.8068261057138443,0.7988827288150787,0.8156880676746369,0.844820311665535,0.825693792104721,0.8180461555719376,0.7990703165531159,0.8489262133836746,0.8273799151182175,0.8341346114873887,0.8207720994949341,0.8351037114858627,0.8097643047571182,0.8326694905757904,0.8292483806610107,0.82895647585392,5.19769,8.58626,5.94456,5.94795,4.8433,6.19576,3.20451,4.67645,5.58209,4.89532,4.80896,5.7655,7.60295,5.00335,7.23693,4.69632,5.61518,6.55781,5.20548,4.73456,4.11221,3.4734,5.93903,4.82977,7.22191,6.72166,5.04646,5.06093,4.95581,4.19637,6.15414,5.20802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,6QTXA,0.8228182047605515,0.872981971502304,0.8024304062128067,0.861932672560215,0.8719653263688087,0.8785010069608689,0.8697963878512383,0.8815602317452431,0.8641357719898224,0.838379630446434,0.8768941983580589,0.8612288698554039,0.8413125246763229,0.8660645961761475,0.8631950870156289,0.8721720218658447,0.8618797838687897,0.8787336871027946,0.8734184309840203,0.869873684644699,0.7908038482069969,0.8767273366451264,0.8669002994894981,0.8819798931479454,0.876739838719368,0.8817239359021187,0.8727674469351768,0.8247962057590484,0.8238145619630813,0.8533149838447571,0.8745015040040016,0.8681201159954071,7.38174,10.3175,8.95252,8.68091,8.60568,8.29498,16.0715,13.5192,9.61333,5.88911,13.1752,8.02689,6.52537,15.4444,5.61446,13.5907,9.8377,3.65438,14.0612,7.72069,10.3518,14.0071,8.8518,11.9961,17.9446,11.3237,9.42508,5.63935,12.5695,7.21613,10.1244,6.54464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,6JSEA,0.8248325453864204,0.8498857617378235,0.8188299801614549,0.8406918335843969,0.8685184452268813,0.8520294074658994,0.8695570561620924,0.8481520877944099,0.826029145055347,0.8619638593108566,0.8725113780410202,0.8628973144072073,0.8148603019890962,0.8282597318843559,0.8272224201096429,0.8476454924654078,0.8615265488624573,0.8467899141488252,0.819873677359687,0.8738549417919583,0.8357840058980165,0.8336105247338613,0.805342048406601,0.8623217587117795,0.8648103365191707,0.8654088157194632,0.8486423978099117,0.8250892537611502,0.8381959641421283,0.8513754253034238,0.8192567494180467,0.8190668048682036,15.4879,7.47081,7.63745,11.7065,12.5619,9.37959,5.16983,6.94364,10.7924,6.12282,8.7223,17.2837,11.828,9.49445,9.34052,5.47741,16.4191,8.47943,11.4793,8.73735,11.9196,10.2303,11.5603,6.93377,9.48663,15.1103,9.41368,9.98549,8.22261,12.3032,12.9233,7.97517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,6RPGA,0.8384238150384691,0.8528780109352536,0.8652111060089536,0.7008023493819766,0.8185294932789273,0.856364541583591,0.817711783779992,0.8564785354667239,0.803755584690306,0.8519168661700355,0.8340008954207102,0.5975437959035238,0.8460766937997606,0.8287879857752058,0.8362010386255052,0.8318103584978316,0.6707589477300644,0.6358085142241584,0.8087926970587836,0.8600076701905992,0.8242072794172499,0.8483951456016965,0.831642809841368,0.8069930771986643,0.80852143963178,0.8624135024017758,0.8332971566253238,0.8534907036357455,0.8297594355212318,0.8474247753620148,0.851608975066079,0.8385336101055145,12.4001,8.38624,13.818,14.9046,11.2108,8.46734,7.82395,8.30795,12.244,12.907,10.1207,13.7143,8.27554,13.7303,6.04019,11.0535,10.787,12.5398,18.4589,13.2036,8.7463,8.04876,13.3639,9.26851,9.80472,14.2925,8.35696,9.33373,10.5727,9.61857,13.3947,10.6111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,6RR0A,0.8677574619650841,0.8362776711583138,0.8474408350884914,0.8682039938867092,0.8475989811122417,0.8740949183702469,0.8700953163206577,0.8508876264095306,0.8529848344624043,0.8480664119124413,0.8661048077046871,0.8484029360115528,0.8779001496732235,0.8387431427836418,0.8683828227221966,0.8691008873283863,0.8482824862003326,0.8504895381629467,0.7323466800153255,0.8272991627454758,0.8475170321762562,0.8094718158245087,0.8397200591862202,0.861933022737503,0.8604904562234879,0.6733099203556776,0.7623077444732189,0.8529384881258011,0.8819969221949577,0.871665820479393,0.8587100133299828,0.8809246234595776,17.9819,13.9073,17.1574,23.0917,18.6945,20.8289,25.4734,19.5487,17.1903,15.5118,18.7013,13.0547,23.8991,17.5038,23.3288,14.6453,17.6284,20.3975,10.1472,16.9215,13.0775,18.0586,16.2737,21.16,19.6694,16.2175,16.6268,21.1562,18.4192,23.4803,19.4313,19.7354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,6GZYA,0.7414295609508242,0.7340217445577893,0.7448493391275406,0.736380819763456,0.7497575815234866,0.7258762504373278,0.7565686298268182,0.7433117840971265,0.6728610268660954,0.7274983025022915,0.7498599312135151,0.7467253910643714,0.7501101919582912,0.7317878220762525,0.7431205042770931,0.7414181253739766,0.7483349783079964,0.7448418459721974,0.7407156101294926,0.7277670332363674,0.7459151191370827,0.7443450263568333,0.7350779069321496,0.6990816529308047,0.7467892276389259,0.7374272410358701,0.732869708112308,0.7302356277193341,0.7296867753778186,0.7199019608753068,0.7458280431372779,0.7200047969818115,5.30333,4.7831,6.63631,9.95197,8.54838,3.11721,7.67843,6.42016,3.42356,5.6777,6.31614,5.32747,6.98935,6.39663,6.97948,2.09257,9.39546,5.00951,6.89337,3.95713,9.64514,4.9682,3.73196,7.88205,4.80138,2.33167,6.525,8.55516,8.78218,4.13541,7.22954,3.28009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,6O0HA,0.6615447657448905,0.6745402827149346,0.6773747645673298,0.6799842005684262,0.659396774712063,0.6623391934803554,0.6490912664504278,0.6903609037399292,0.6557503640651703,0.6760328695887611,0.6762621771721613,0.6587117413679758,0.6594794605459485,0.6583033005396525,0.6730167085216159,0.6752163682665143,0.6835372433775947,0.6722583657219297,0.6948184739975702,0.6604896514188676,0.6923009767418816,0.6804147887797583,0.6690864165623983,0.6574166417121887,0.6826553060894921,0.6701201455933707,0.6828028545493171,0.6863245964050293,0.6641216306459337,0.6840575053578332,0.6896821785540808,0.667814701795578,11.8592,7.01269,9.03513,6.59101,9.74086,8.07899,10.9373,7.31924,9.62462,7.44899,5.7189,7.75091,11.3499,10.6173,12.7404,11.4562,7.78752,9.10986,9.28538,12.8036,7.00292,7.77595,7.77853,11.6336,9.81955,11.3609,5.52319,9.18981,7.75,5.24856,6.84486,5.84168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,6I8TA,0.87699119374156,0.9094034284353256,0.9082546271383762,0.9016664735972881,0.886991236358881,0.8842123001813889,0.910505086183548,0.9015960916876793,0.9161700308322906,0.9076740518212318,0.9180254302918911,0.9107178226113319,0.9051798582077026,0.9227101616561413,0.9108129441738129,0.9016982316970825,0.9070154502987862,0.9039085917174816,0.9015478380024433,0.9104313030838966,0.9130290262401104,0.9239575937390327,0.9119003526866436,0.909908402711153,0.8884857967495918,0.8926194310188293,0.8966343067586422,0.89243233948946,0.8710229359567165,0.9000399112701416,0.9127466194331646,0.9015657529234886,8.16315,6.64397,6.04567,6.41513,5.58761,5.40633,6.41336,5.02546,6.0468,3.62223,7.57444,6.13421,4.1235,4.20707,5.59298,7.48819,4.04716,6.62649,7.56714,5.20666,5.79843,3.08591,6.72348,7.06034,7.58205,5.41913,5.09981,4.42674,5.99053,5.26128,5.68798,8.16621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,6OIQA,0.8256217777729035,0.8654185980558395,0.8605852156877518,0.8462961077690124,0.893471622467041,0.871532142162323,0.8695095866918564,0.8621381163597107,0.8890479773283004,0.8800024628639221,0.8205565989017487,0.8525257617235183,0.8636341780424118,0.8983066618442536,0.8411218971014023,0.8738766938447953,0.8131487131118774,0.8607805967330933,0.8141629144549369,0.8409336388111115,0.7783638998866081,0.8514440357685089,0.866161561012268,0.8661337852478027,0.8663322806358338,0.8503116428852081,0.8773578077554702,0.8130896776914597,0.8386817246675491,0.8878305971622467,0.8478542417287827,0.8447979688644409,8.25094,3.81657,7.51193,6.20731,5.12304,5.64552,4.52967,4.09015,17.8274,4.80912,6.02059,4.71362,4.22281,8.35174,10.105,3.00973,3.62161,5.51085,7.41895,8.6821,6.28064,5.496,5.20554,4.43772,8.59594,7.70916,3.90988,11.0638,6.67486,3.6076,8.62234,4.26412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,6OD6A,0.8515543937683105,0.8856093943119049,0.8844994604587555,0.8897433549165725,0.8907769650220871,0.8323555588722229,0.8469390243291854,0.8788506209850311,0.8808744251728058,0.8864964872598649,0.8576556116342544,0.8916949927806854,0.8453121453523635,0.8733767181634903,0.88095882833004,0.8541774064302444,0.8886975109577179,0.8758771866559982,0.8793982833623886,0.8827133506536484,0.8344762623310089,0.8703587591648102,0.8814946919679642,0.8676432788372039,0.8881568968296051,0.8896284252405167,0.8892761260271073,0.8660883486270905,0.8856495827436447,0.8852152198553085,0.8313705742359161,0.878761887550354,6.33483,6.96698,5.80309,14.0636,6.28661,5.57084,5.99019,5.17551,7.59184,5.24769,8.37203,9.11413,4.88087,5.88339,5.14981,6.24007,8.44815,6.91333,5.24607,4.73519,4.98048,7.93184,5.48436,6.9029,4.75243,8.73174,5.59458,9.34999,7.87522,7.60135,4.85896,5.40324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,6CF7A,0.7187817245721817,0.7207770595947901,0.7213043421506882,0.7144050598144531,0.7153691351413727,0.7416050682465235,0.7439375420411428,0.7158446460962296,0.7436823149522146,0.7403594007094702,0.7341384291648865,0.7426104793945948,0.7372579673926035,0.7172791163126627,0.7204709698756536,0.7007101128498713,0.7411853422721227,0.7318805853525797,0.7241866886615753,0.7194292942682902,0.716480607787768,0.7402947793404261,0.7174117664496104,0.7171087066332499,0.7125255664189657,0.7267660548289617,0.7178217420975367,0.7347569614648819,0.7131105760733286,0.7140642056862513,0.7292531132698059,0.7249013582865397,11.6633,8.61867,12.8136,14.4719,7.54691,8.4383,8.97049,12.0107,12.7496,10.481,8.85754,9.72436,11.954,15.4121,10.3687,7.7264,5.54245,5.39905,12.8787,8.85676,13.18,10.4387,14.0476,4.98666,12.2095,13.1718,11.403,9.50196,9.63018,5.49731,5.51502,7.47738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,6JSZA,0.853736284233275,0.8972449444589161,0.9046857300258818,0.7894136621838524,0.9012393894649687,0.8661801133837018,0.8525413501830328,0.8746773061298189,0.9010775912375677,0.8632679808707464,0.8986532120477586,0.8952280964170184,0.8630656940596444,0.8799801241783869,0.9025632625534421,0.8640972461019244,0.8995864107495263,0.8794010508628118,0.8717119636989775,0.9045065840085348,0.9083140719504583,0.8984743328321547,0.8960573730014619,0.9100234508514404,0.9044082874343509,0.8780696221760341,0.8951360554922194,0.8442338222549075,0.8654888584500268,0.8790438856397357,0.896524307273683,0.8608749962988353,10.8267,7.05925,10.3145,6.37658,6.64673,8.8119,11.963,5.67193,4.85828,6.86879,6.34895,6.69126,7.93265,8.18626,7.18804,7.63874,6.15756,9.61876,8.43347,5.62419,7.11104,6.70621,9.3847,4.68855,11.9111,3.83161,6.10713,10.0664,7.44261,6.58274,7.18546,7.75153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,6H9VA,0.8820225447416306,0.900186613202095,0.9027379006147385,0.9011136740446091,0.9034705460071564,0.8982136398553848,0.8985560238361359,0.8973347097635269,0.9012004286050797,0.8911826908588409,0.8975334465503693,0.9040972143411636,0.864830419421196,0.8608383685350418,0.8984320759773254,0.8660736531019211,0.8961683064699173,0.8601187318563461,0.8647238165140152,0.8986928761005402,0.8952136486768723,0.8927444666624069,0.9002487510442734,0.892871305346489,0.8700205683708191,0.8987243324518204,0.902026042342186,0.9020590633153915,0.8963506519794464,0.9004666209220886,0.8943133503198624,0.8986779004335403,2.2466,2.23033,3.41276,4.99786,2.99647,4.08081,3.18868,4.37058,0.842388,2.79286,2.95997,3.66995,4.0626,3.89069,2.41281,4.86759,1.79426,3.8226,4.45699,4.3986,2.03067,1.88178,4.29062,2.50879,4.35017,4.49572,3.2114,2.42421,3.83284,2.08652,3.45257,2.96519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,6PY0A,0.9141900837421417,0.9383416771888733,0.7622448801994324,0.8842695454756418,0.9158002336819967,0.9315560559431711,0.8676457603772482,0.9326152602831522,0.883745402097702,0.8828453222910563,0.9436694582303365,0.8286227881908417,0.9369530280431112,0.8720689912637075,0.8387940923372904,0.8396311104297638,0.8826295733451843,0.9285219510396322,0.9379262526830038,0.9055731495221456,0.927331546942393,0.9263625741004944,0.8176414469877878,0.8755671083927155,0.9373676776885986,0.902043342590332,0.8700366715590159,0.8757326602935791,0.8668208718299866,0.8826930423577627,0.8197503685951233,0.8821393152077993,12.7291,7.73906,14.3144,4.04477,9.11024,6.68907,12.2559,6.24079,10.7206,12.477,7.9183,10.7988,5.23367,10.2785,11.085,11.9095,12.6089,8.69855,5.91877,6.85785,9.56139,7.35832,10.3685,11.1226,6.12806,9.41216,12.6068,8.92543,7.0054,10.6555,11.6837,11.0469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,6N4BR,0.7896993666887283,0.7929603338241578,0.764399191737175,0.7854982018470764,0.7725538015365601,0.7921917349100113,0.7442430317401886,0.7948042690753937,0.7792200535535813,0.7595677644014358,0.7811556279659271,0.7977126777172089,0.7716701000928878,0.7931383609771728,0.7676792323589325,0.7560773670673371,0.757955351471901,0.773527416586876,0.7336047619581223,0.790746858716011,0.772687914967537,0.7633731693029404,0.757388225197792,0.7783975630998612,0.7797567456960678,0.7641710966825486,0.7737392395734787,0.7861764281988144,0.7441375434398652,0.7810350298881531,0.79380963742733,0.767009636759758,6.7789,2.35822,6.17319,4.23996,7.34734,4.8841,8.26567,1.04022,10.3813,6.38819,6.76857,1.92762,7.34572,1.44589,9.05548,10.5373,7.59017,6.1261,7.58517,1.34207,3.82262,4.75263,3.92437,2.28413,1.9738,5.75718,3.48134,1.49228,5.73686,2.48885,5.29323,6.96874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,6DZ0A,0.8677206447249964,0.8707011059710854,0.8254396868379492,0.8740171178391105,0.8849596067478782,0.8857846009103876,0.8637491480300301,0.8687425287146318,0.8373777035035586,0.8335838772748646,0.8500047859392668,0.8175964261356153,0.8027571973047758,0.808885721783889,0.8749655202815407,0.8736392573306435,0.8667610820971037,0.8689810586603064,0.8340028179319281,0.8669673376961758,0.8150500466949061,0.8236874577246214,0.776144951581955,0.8336427321559504,0.8658723815491325,0.8728895501086587,0.8529842370434811,0.8420488630470476,0.8370352340371985,0.8630172045607316,0.8612394850505026,0.8615793256383193,3.45885,3.43095,5.59204,10.6892,6.94899,5.14107,3.30328,5.84482,6.28039,4.486,5.41266,8.36174,8.8649,7.76555,4.55862,7.18531,3.71631,3.10995,3.19445,7.49379,7.03516,3.96592,7.69015,6.27786,4.27263,3.85657,4.25658,3.38029,8.71667,3.85314,8.15433,3.63717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,6A73A,0.7156465724110603,0.8025541007518768,0.7995037212967873,0.7949059307575226,0.8024519458413124,0.7321501672267914,0.7923853620886803,0.7954856008291245,0.7874016091227531,0.8004622533917427,0.7928764224052429,0.787265419960022,0.7929510623216629,0.8023515269160271,0.7914112359285355,0.800903931260109,0.7835154458880424,0.7906956300139427,0.8020334988832474,0.7910021394491196,0.7486476078629494,0.7653258740901947,0.8047171458601952,0.8037491589784622,0.7954847514629364,0.7993295192718506,0.7891178205609322,0.7881569340825081,0.7982708662748337,0.8101558610796928,0.8024179115891457,0.79812091588974,4.43004,4.91282,3.96783,5.9248,6.03463,4.67992,4.85661,4.75912,4.60856,5.37873,4.3487,5.65417,4.42828,6.83299,6.27747,6.34919,7.44794,7.16659,6.57721,3.78467,4.68331,3.64374,5.67467,3.67926,5.2057,4.75972,7.07829,2.43688,4.80228,4.60627,5.4779,7.28749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,6QREA,0.7649760559985512,0.8094552222051119,0.7983119754414809,0.861099931754564,0.8609627673500463,0.7931753067593825,0.8137090112033644,0.8303273759390178,0.8377084590886769,0.852957524751362,0.7844437674472207,0.8625476391691911,0.7562141669423956,0.8630605324318534,0.8656354107354817,0.8694690748264915,0.8498976214935905,0.8377255640531841,0.8749904726680956,0.808613143469158,0.8302904445874063,0.7635619812890103,0.8701021090934151,0.8739961542581257,0.86513625634344,0.8624888438927499,0.8244248079626184,0.8190203607082367,0.8468667943226663,0.8280240611026162,0.8179437769086737,0.8653493256945359,5.98247,5.77229,6.25111,5.31782,6.1172,7.99387,7.71908,3.87007,4.86551,6.00581,5.16825,9.35463,7.20854,6.48613,6.64819,5.71491,6.45447,7.86326,5.84083,7.38465,5.06767,4.85486,5.99132,6.16123,3.26671,4.4997,7.01472,3.82055,5.57631,6.5779,6.2918,1.36569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,6QTWA,0.8777657434344291,0.8710766509175301,0.8085782527923584,0.8816158637404442,0.8415126830339432,0.813398864865303,0.7716167882084847,0.8431140378117561,0.8805413126945496,0.8640086740255356,0.8044135123491287,0.8753042608499527,0.8236655101180077,0.8863826647400856,0.8601303815841674,0.8771574527025223,0.8725688308477402,0.8375964060425758,0.8834734827280044,0.771240559220314,0.8854454427957534,0.8576249092817306,0.85795529037714,0.8728133663535118,0.8579609751701355,0.8374314084649086,0.8703220322728157,0.8761720851063728,0.8724870026111603,0.8836506262421608,0.8762480095028877,0.8692129462957382,13.6156,9.25519,13.4057,7.63844,6.09422,11.2934,11.254,8.39431,11.1658,5.08762,14.0144,7.07212,8.68666,6.73834,9.33488,10.929,8.77152,11.8548,5.14132,12.5164,10.1017,12.8495,4.77149,10.6913,10.5212,14.2105,10.5678,16.5249,8.26236,11.3806,18.4496,10.5429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,6QI7A,0.8264168240129948,0.8544567301869392,0.8547835610806942,0.8648731969296932,0.8470852263271809,0.8642657175660133,0.8666179105639458,0.8633838929235935,0.8555628247559071,0.8546979501843452,0.8558631427586079,0.8446880280971527,0.862850047647953,0.8548995330929756,0.8465244695544243,0.8154885843396187,0.8540493361651897,0.8929262273013592,0.8587189055979252,0.8548620752990246,0.8596875257790089,0.8690135218203068,0.8577319867908955,0.8082569465041161,0.8609013929963112,0.8565121479332447,0.848969042301178,0.8613036572933197,0.8621491119265556,0.8549614511430264,0.8573579341173172,0.8615381941199303,12.0978,2.48432,4.13697,11.1056,10.2788,1.8713,2.92832,4.92021,6.98399,2.64731,10.9439,9.81486,2.37436,9.90738,2.64656,10.6673,6.22584,15.4961,6.29268,4.14442,5.98021,5.70743,5.81135,10.4116,13.8449,7.14688,6.38108,2.53341,4.48792,12.3457,8.67013,7.18054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,6Q38A,0.8941595872243245,0.9161131183306376,0.6000920395056407,0.8906792442003886,0.8992068529129028,0.9165767431259155,0.885538649559021,0.9222258567810059,0.8734254558881124,0.9179083784421285,0.9165338555971781,0.8998497486114502,0.9170386672019959,0.8591094136238098,0.9014332254727682,0.9216821432113648,0.9032114426294963,0.889462419350942,0.8876994331677754,0.9074689507484436,0.8995831330617269,0.8967082103093466,0.9090810060501099,0.9171303033828735,0.8574912985165913,0.9117396632830302,0.9199406425158183,0.9105111241340638,0.9080863992373148,0.9152033408482869,0.8967452009518941,0.9034440636634826,5.48414,13.7946,14.5265,8.87548,6.95307,9.25596,2.86818,6.42255,3.91098,16.5742,8.20965,8.67852,10.2073,8.25992,7.49097,11.4965,8.78252,7.12957,7.33393,6.03749,8.65742,2.96578,12.9443,8.58887,15.7529,9.56834,7.90482,4.38034,5.54726,8.60272,9.20818,9.2852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,6UVVA,0.8318270388103667,0.8745057738962627,0.8848326333931514,0.8809459280400049,0.8833555522419158,0.8800835538478124,0.8773197403975895,0.8692178513322558,0.8721473373117901,0.8736884295940399,0.8680489219370342,0.8794497421809605,0.8806636063825517,0.8664612585589999,0.8737834195295969,0.8754075666268667,0.8859524173395974,0.884933854852404,0.8886742634432656,0.8690158086163657,0.8791304088774181,0.8726528641723451,0.8679329724538893,0.8665728526456016,0.8435335003194355,0.8652361248220716,0.8543408413728079,0.8838707535039811,0.8355821853592282,0.8755868985539391,0.8775599542118254,0.8638684338047391,6.8785,6.8079,5.13262,3.57132,5.53902,5.48666,5.09688,5.95673,6.85301,5.92215,4.11797,4.71027,5.97258,5.05998,5.86389,5.46193,5.27085,5.57552,6.03494,5.98365,7.31701,5.39097,5.00327,5.47701,7.6879,8.63792,4.9111,4.37031,6.94309,5.76636,5.92037,6.72168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,6PGOA,0.7631419108194464,0.7433726480778526,0.8204710325774025,0.8105663832496194,0.7929026852635777,0.8101913105039036,0.820530388285132,0.8181855082511902,0.8014401495456696,0.7923339254715863,0.8174995341721703,0.8186600103097803,0.809935846749474,0.8101447715478785,0.8162941143793219,0.8086495750090655,0.7945612967014313,0.8132734298706055,0.8204718477585736,0.8113008316825417,0.8180394523284015,0.8018222012940575,0.8179756052353803,0.8196382610236898,0.8201729199465584,0.7663737132268793,0.8009618766167584,0.7812180974904228,0.8146113911095787,0.8181993435410893,0.7660051163505105,0.7346272784120896,11.9149,12.4751,8.56095,8.48391,8.02856,6.83676,8.20366,7.3725,6.36208,5.86153,4.79148,9.16437,11.5232,6.22613,7.83223,6.24427,6.53498,8.66178,8.06359,7.59063,8.40745,10.2831,7.27533,8.58899,7.75056,10.6118,7.18087,10.1446,7.30735,11.3992,9.52205,10.8635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
